title_norm,tmdb_id,genres,director,top_cast,overview,match_score,enriched_text
Ouija (2015),580605.0,['Horror'],,"['Gayathri Iyer', 'Avinash', 'Sayaji Shinde']",The happy go lucky girls working as software professionals start a short film to pursue their dreams of film making. Everything goes well apart from the theme of the film they chosen.,1.0,"Ouija (2015) | Genres: Horror | Cast: Gayathri Iyer, Avinash, Sayaji Shinde"
White Men Can't Jump (1992),10158.0,"['Comedy', 'Drama']",Ron Shelton,"['Woody Harrelson', 'Wesley Snipes', 'Rosie Perez']","Two street basketball hustlers try to con each other, then team up for a bigger score.",1.0,"White Men Can't Jump (1992) | Genres: Comedy, Drama | Director: Ron Shelton | Cast: Woody Harrelson, Wesley Snipes, Rosie Perez"
Contagion (2011),39538.0,"['Drama', 'Thriller', 'Science Fiction']",Steven Soderbergh,"['Marion Cotillard', 'Matt Damon', 'Laurence Fishburne']","As an epidemic of a lethal airborne virus - that kills within days - rapidly grows, the worldwide medical community races to find a cure and control the panic that spreads faster than the virus itself.",1.0,"Contagion (2011) | Genres: Drama, Thriller, Science Fiction | Director: Steven Soderbergh | Cast: Marion Cotillard, Matt Damon, Laurence Fishburne"
Death of a Ghost Hunter (2007),18441.0,"['Horror', 'Thriller']",Sean Tretta,"['Patti Tindall', 'Mike Marsh', 'Davina Joy']","Renowned ""ghost hunter"", Carter Simms is paid to conduct a paranormal investigation of a supposedly haunted house. Along with a cameraman, a reporter, and a spiritual advocate, she embarks on a three night journey into terror.",1.0,"Death of a Ghost Hunter (2007) | Genres: Horror, Thriller | Director: Sean Tretta | Cast: Patti Tindall, Mike Marsh, Davina Joy"
The Sweetest Thing (2002),11812.0,"['Romance', 'Comedy']",Roger Kumble,"['Cameron Diaz', 'Christina Applegate', 'Selma Blair']","Christina's love life is stuck in neutral. After years of avoiding the hazards of a meaningful relationship, one night while club-hopping with her girlfriends, she meets Peter, her perfect match. Fed up with playing games, she finally gets the courage to let her guard down and follow her heart, only to discover that Peter has suddenly left town. Accompanied by Courtney, she sets out to capture the one that got away.",1.0,"The Sweetest Thing (2002) | Genres: Romance, Comedy | Director: Roger Kumble | Cast: Cameron Diaz, Christina Applegate, Selma Blair"
Good Burger,14817.0,"['Family', 'Comedy']",Brian Robbins,"['Kel Mitchell', 'Kenan Thompson', 'Sinbad']",Two L.A. teens with summer jobs at Good Burger try to save their small restaurant when a corporate giant burger franchise moves in across the street.,1.0,"Good Burger | Genres: Family, Comedy | Director: Brian Robbins | Cast: Kel Mitchell, Kenan Thompson, Sinbad"
Police Story 2 (2007),1585407.0,"['Crime', 'Action']",Thriller Manju,"['Shobaraj', 'Saikumar', 'Rockline Venkatesh']","Agni and Vijay, loyal cops, kill Thimmakka’s son for rape and murder, sparking her revenge. She allies with two dons and manipulates politics to discredit the police. Agni, backed by the honest CM, fights back, killing one don inside the CM’s residence. Thimmakka unleashes Black Tiger, a criminal thought executed, who escaped via corruption. Agni tracks three officials tied to the escape, but Black Tiger kills them, staining Agni’s record. Vijay dies, leaving Agni alone. Black Tiger bombs the city, killing Agni’s mother. Agni chases him to Hong Kong for a final showdown.",1.0,"Police Story 2 (2007) | Genres: Crime, Action | Director: Thriller Manju | Cast: Shobaraj, Saikumar, Rockline Venkatesh"
Veronica Mars (2014),177494.0,"['Crime', 'Drama', 'Comedy']",Rob Thomas,"['Kristen Bell', 'Jason Dohring', 'Enrico Colantoni']","Years after walking away from her past as a teenage private eye, Veronica Mars gets pulled back to her hometown - just in time for her high school reunion - in order to help her old flame Logan Echolls, who's embroiled in a murder mystery.",1.0,"Veronica Mars (2014) | Genres: Crime, Drama, Comedy | Director: Rob Thomas | Cast: Kristen Bell, Jason Dohring, Enrico Colantoni"
Project Almanac (2015),227719.0,"['Science Fiction', 'Thriller']",Dean Israelite,"['Jonny Weston', ""Sofia Black-D'Elia"", 'Sam Lerner']","A group of teens discover secret plans of a time machine, and construct one. However, things start to get out of control.",1.0,"Project Almanac (2015) | Genres: Science Fiction, Thriller | Director: Dean Israelite | Cast: Jonny Weston, Sofia Black-D'Elia, Sam Lerner"
One Piece Film: Strong World (2009),41498.0,"['Animation', 'Fantasy', 'Adventure']",Munehisa Sakai,"['Mayumi Tanaka', 'Kazuya Nakai', 'Akemi Okamura']","20 years after his escape from Impel Down, the legendary pirate Shiki, the Golden Lion, reappears causing massive upheaval to the Marines. During his long seclusion, he was able to come up with a scheme to bring the World Government to his knees. On his way to execute the plan, Shiki crosses paths with the Straw Hat Pirates and becomes so impressed with Nami's knowledge of meteorology that he abducts her to forcedly enlist her into his crew. Luffy and the gang end up on a strange land populated with monstrous beasts as they desperately search for Shiki and Nami.",1.0,"One Piece Film: Strong World (2009) | Genres: Animation, Fantasy, Adventure | Director: Munehisa Sakai | Cast: Mayumi Tanaka, Kazuya Nakai, Akemi Okamura"
First Sunday (2008),14423.0,"['Comedy', 'Action']",David E. Talbert,"['Ice Cube', 'Katt Williams', 'Tracy Morgan']","Durell and LeeJohn are best friends and bumbling petty criminals. When told they have one week to pay a $17,000 debt or Durell will lose his son, they come up with a desperate scheme to rob their neighborhood church. Instead, they end up spending the night in the presence of the Lord and are forced to deal with much more than they bargained for.",1.0,"First Sunday (2008) | Genres: Comedy, Action | Director: David E. Talbert | Cast: Ice Cube, Katt Williams, Tracy Morgan"
Harry Potter and the Goblet of Fire (2005),674.0,"['Adventure', 'Fantasy']",Mike Newell,"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson']","When Harry Potter's name emerges from the Goblet of Fire, he becomes a competitor in a grueling battle for glory among three wizarding schools—the Triwizard Tournament. But since Harry never submitted his name for the Tournament, who did? Now Harry must confront a deadly dragon, fierce water demons and an enchanted maze only to find himself in the cruel grasp of He Who Must Not Be Named.",1.0,"Harry Potter and the Goblet of Fire (2005) | Genres: Adventure, Fantasy | Director: Mike Newell | Cast: Daniel Radcliffe, Rupert Grint, Emma Watson"
Uptown Saturday Night (1974),29464.0,"['Comedy', 'Crime', 'Action']",Sidney Poitier,"['Sidney Poitier', 'Bill Cosby', 'Harry Belafonte']",Two blue-collar buddies search the underworld for a winning lottery ticket lost in a nightclub holdup.,1.0,"Uptown Saturday Night (1974) | Genres: Comedy, Crime, Action | Director: Sidney Poitier | Cast: Sidney Poitier, Bill Cosby, Harry Belafonte"
Christmas in Love (2004),43561.0,"['Comedy', 'Romance']",Neri Parenti,"['Christian De Sica', 'Massimo Boldi', 'Danny DeVito']","A middle-aged man’s relationship with a young model is questioned by his daughter, who’s dating an older man herself.",1.0,"Christmas in Love (2004) | Genres: Comedy, Romance | Director: Neri Parenti | Cast: Christian De Sica, Massimo Boldi, Danny DeVito"
Identity (2003),2832.0,"['Mystery', 'Thriller']",James Mangold,"['John Cusack', 'Ray Liotta', 'Amanda Peet']","Complete strangers stranded at a remote desert motel during a raging storm soon find themselves the target of a deranged murderer. As their numbers thin out, the travelers begin to turn on each other, as each tries to figure out who the killer is.",1.0,"Identity (2003) | Genres: Mystery, Thriller | Director: James Mangold | Cast: John Cusack, Ray Liotta, Amanda Peet"
Jack Reacher (2012),75780.0,"['Crime', 'Drama', 'Thriller', 'Action']",Christopher McQuarrie,"['Tom Cruise', 'Rosamund Pike', 'Richard Jenkins']","One morning in an ordinary town, five people are shot dead in a seemingly random attack. All evidence points to a single suspect: an ex-military sniper who is quickly brought into custody. The interrogation yields one written note: 'Get Jack Reacher!'. Reacher, an enigmatic ex-Army investigator, believes the authorities have the right man but agrees to help the sniper's defense attorney. However, the more Reacher delves into the case, the less clear-cut it appears. So begins an extraordinary chase for the truth, pitting Jack Reacher against an unexpected enemy, with a skill for violence and a secret to keep.",1.0,"Jack Reacher (2012) | Genres: Crime, Drama, Thriller, Action | Director: Christopher McQuarrie | Cast: Tom Cruise, Rosamund Pike, Richard Jenkins"
Insidious,49018.0,"['Horror', 'Thriller']",James Wan,"['Patrick Wilson', 'Rose Byrne', 'Lin Shaye']","A family discovers that dark spirits have invaded their home after their son inexplicably falls into an endless sleep. When they reach out to a professional for help, they learn things are a lot more personal than they thought.",1.0,"Insidious | Genres: Horror, Thriller | Director: James Wan | Cast: Patrick Wilson, Rose Byrne, Lin Shaye"
Not Fade Away (2012),128270.0,['Drama'],David Chase,"['John Magaro', 'James Gandolfini', 'Bella Heathcote']","Set in suburban New Jersey in the 1960s, a group of friends form a rock band and try to make it big.",1.0,"Not Fade Away (2012) | Genres: Drama | Director: David Chase | Cast: John Magaro, James Gandolfini, Bella Heathcote"
The Living Daylights (1987),708.0,"['Action', 'Adventure', 'Thriller']",John Glen,"['Timothy Dalton', ""Maryam D'Abo"", 'Joe Don Baker']","After a defecting Russian general reveals a plot to assassinate foreign spies, James Bond is assigned a secret mission to dispatch the new head of the KGB to prevent an escalation of tensions between the Soviet Union and the West.",1.0,"The Living Daylights (1987) | Genres: Action, Adventure, Thriller | Director: John Glen | Cast: Timothy Dalton, Maryam D'Abo, Joe Don Baker"
The Lovely Bones (2009),7980.0,"['Fantasy', 'Drama']",Peter Jackson,"['Saoirse Ronan', 'Mark Wahlberg', 'Rachel Weisz']","After being brutally murdered, 14-year-old Susie Salmon watches from heaven over her grief-stricken family -- and her killer. As she observes their daily lives, she must balance her thirst for revenge with her desire for her family to heal.",1.0,"The Lovely Bones (2009) | Genres: Fantasy, Drama | Director: Peter Jackson | Cast: Saoirse Ronan, Mark Wahlberg, Rachel Weisz"
Flypaper (2011),62046.0,"['Mystery', 'Comedy', 'Crime']",Rob Minkoff,"['Patrick Dempsey', 'Ashley Judd', 'Tim Blake Nelson']",A man caught in the middle of two simultaneous robberies at a bank desperately tries to protect the teller with whom he's secretly in love.,1.0,"Flypaper (2011) | Genres: Mystery, Comedy, Crime | Director: Rob Minkoff | Cast: Patrick Dempsey, Ashley Judd, Tim Blake Nelson"
A Nightmare on Elm Street (1984),377.0,['Horror'],Wes Craven,"['Heather Langenkamp', 'Robert Englund', 'John Saxon']","Teenagers in a small town are dropping like flies, apparently in the grip of mass hysteria causing their suicides. A cop's daughter, Nancy Thompson, traces the cause to child molester Fred Krueger, who was burned alive by angry parents many years before. Krueger has now come back in the dreams of his killers' children, claiming their lives as his revenge. Nancy and her boyfriend, Glen, must devise a plan to lure the monster out of the realm of nightmares and into the real world...",1.0,"A Nightmare on Elm Street (1984) | Genres: Horror | Director: Wes Craven | Cast: Heather Langenkamp, Robert Englund, John Saxon"
Straight to Hell (1987),9698.0,"['Action', 'Western', 'Comedy', 'Crime']",Alex Cox,"['Dick Rude', 'Sy Richardson', 'Courtney Love']","A gang of bank robbers with a suitcase full of money go to the desert to hide out. After burying the loot, they find their way to a surreal town full of cowboys who drink an awful lot of coffee.",1.0,"Straight to Hell (1987) | Genres: Action, Western, Comedy, Crime | Director: Alex Cox | Cast: Dick Rude, Sy Richardson, Courtney Love"
Lethal Weapon 4 (1998),944.0,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",Richard Donner,"['Mel Gibson', 'Danny Glover', 'Joe Pesci']","With personal crises and age weighing in on them, Riggs and Murtaugh must contend with deadly Chinese triads trying to free their former leaders from prison and onto American soil.",1.0,"Lethal Weapon 4 (1998) | Genres: Action, Adventure, Comedy, Crime, Thriller | Director: Richard Donner | Cast: Mel Gibson, Danny Glover, Joe Pesci"
Bee Movie (2007),5559.0,"['Family', 'Animation', 'Adventure', 'Comedy']",Simon J. Smith,"['Jerry Seinfeld', 'Renée Zellweger', 'Matthew Broderick']","Barry B. Benson, a recent college graduate who wants more out of his life than making honey, decides to sue the human race after learning about the exploitation of bees at the hands of mankind. What will happen next?",1.0,"Bee Movie (2007) | Genres: Family, Animation, Adventure, Comedy | Director: Simon J. Smith | Cast: Jerry Seinfeld, Renée Zellweger, Matthew Broderick"
Beethoven's 2nd (1993),10438.0,"['Family', 'Comedy']",Rod Daniel,"['Charles Grodin', 'Bonnie Hunt', 'Nicholle Tom']","Beethoven is back -- and this time, he has a whole brood with him now that he's met his canine match, Missy, and fathered a family. The only problem is that Missy's owner, Regina, wants to sell the puppies and tear the clan apart. It's up to Beethoven and the Newton kids to save the day and keep everyone together.",1.0,"Beethoven's 2nd (1993) | Genres: Family, Comedy | Director: Rod Daniel | Cast: Charles Grodin, Bonnie Hunt, Nicholle Tom"
They Look Like People (2015),325302.0,"['Drama', 'Horror', 'Mystery']",Perry Blackshear,"['MacLeod Andrews', 'Evan Dumouchel', 'Margaret Ying Drake']","Suspecting that people are transforming into malevolent shape-shifters, Wyatt flees to New York City to seek out his estranged childhood friend Christian.",0.9,"They Look Like People (2015) | Genres: Drama, Horror, Mystery | Director: Perry Blackshear | Cast: MacLeod Andrews, Evan Dumouchel, Margaret Ying Drake"
